	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0402018647793	0.0386923952359	0.0	0.00863664323687	0.0267315173702	0.0361766011026	0.0	0.0	0.0	0.0378159808573	0.0	0.0	0.0	0.0	0.0368028655213
5	0.0	0.0	0.0	0.0	0.0546490236664	0.0509152359676	0.0	0.0293491970033	0.0459928759851	0.0457201493662	0.0	0.0	0.0	0.0495385160412	0.0	-0.00411737933318	0.0	0.0	0.0541439641552
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.00252080175769	0.00656906316048	0.0	0.0	0.0	0.0128025225832	0.0	0.0	0.0	0.00689404869601	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.0184138468237	0.0200313536322	0.0	0.0	0.00265857018842	0.0236813594609	0.0	0.0	0.0	0.0203677390582	0.0	0.0	0.0	0.0	0.0131961098859
9	0.0	0.0	0.0	0.0	0.0442959289444	0.0408794721032	0.0	0.0273366324591	0.0302283832121	0.0445732141018	0.0	0.0	0.0	0.038671479423	0.0	-0.027277279031	0.0	0.0	0.0436391991276
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.000438778259528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0582548391164	0.0536565410101	0.0	0.0422810583555	0.0545065003462	0.0500761148787	0.0	0.0	0.0	0.0525114274549	0.0	-0.0179397829582	0.0	0.0	0.0605774249814
14	0.0	0.0	0.0	0.0	0.0	-0.00143221700076	0.0	0.0	0.0	-0.00355744884467	0.0	0.0	0.0	-0.00215007145242	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0012127752137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.00774873282088	0.012257122536	0.0	0.0	0.0	0.0106315854255	0.0	0.0	0.0	0.0137028042314	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	-0.00166269257482	-0.00673337555241	0.0	0.0	0.0	-0.00797074625947	0.0	0.0	0.0	-0.00763902404211	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.024990988363	0.0257070482642	0.0	0.0	0.0077135339749	0.0270009903664	0.0	0.0	0.0	0.0253173557891	0.0	0.0	0.0	0.0	0.0194373167155
