	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0013927161598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00167223381887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.00219820005941	0.0	-0.00374995448998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00116529451328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0547299839704	0.0478721494001	-0.065002121534	-0.0266203801765	-0.0661497447135	0.0	0.0	0.0	0.0	0.0639158029036	-0.0701592232994	0.0	0.0682612321002	0.0	-0.00218966838131
5	0.0	0.0	0.0	0.0	0.0672963018629	0.0582581058196	-0.0832190343686	-0.0318982875046	-0.0855845156516	0.0	0.0	0.0	0.0	0.0818820898824	-0.0930428198771	-0.0112689963329	0.0923083451847	0.0	-0.0202699937487
6	0.0	0.0	0.0	0.0	-0.022888022181	-0.0215019891134	0.0242029145419	0.016922464149	0.0219771342013	0.0	0.0	0.0	0.0	-0.0125108628286	0.0166250704804	0.0	-0.0143919078304	0.0	0.0
7	0.0	0.0	0.0	0.0	-0.0380512805682	-0.0337510742401	0.0653159736183	0.037043978413	0.0590935362029	0.0182252090268	0.0	0.0	0.0	-0.0121535936363	0.0617557656375	0.0	-0.0690703953141	0.0	0.109448623852
8	0.0	0.0	0.0	0.0	-0.0190478821015	-0.0183268793456	0.0230855177933	0.0180766944238	0.0222676366583	0.0	0.0	0.0	0.0	-0.00259789732284	0.0125935946458	0.0	-0.0126932062598	0.0	0.00176345091576
9	0.0	0.0	0.0	0.0	0.0198560019854	0.0191943864	-0.00125561849217	-0.00282573462002	-0.000430920841125	0.0	0.0	0.0	0.0	0.0287009356434	0.0	0.0	0.0	0.0	0.0
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00184414956588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0446612982735	0.0396125360437	-0.0456432699969	-0.0190207031423	-0.0467789962004	0.0	0.0	0.0	0.0	0.0549290912607	-0.0476006911615	0.0	0.0426520104298	0.0	0.0
14	0.0	0.0	0.0	0.0	-0.0211709521979	-0.0201167672041	0.018021021188	0.0136872202384	0.0157021388447	0.0	0.0	0.0	0.0	-0.0140762699592	0.0104783357119	0.0	-0.006253273616	0.0	0.0
15	0.0	0.0	0.0	0.0	-0.0110184203752	-0.0117873231908	0.0	0.00590112189117	0.0	0.0	0.0	0.0	0.0	-0.00519875917343	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.015993742201	0.0158195789415	-0.0125116492599	-0.0128675085536	-0.00965525455739	0.0	0.0	0.0	0.0	0.004518076154	-0.00267353716651	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22864102062e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
