gid	gname	t0	t5	t10	t15	t20	t25	t30	t35	t40	t45	t50	t55	t60	t65	t70	t75	t80	t85	t90	t95	t100	t105	t110	t115	t120
YLR115W	CFT2	-0.2183	-0.2321	-0.2218	-0.1924	-0.1349	-0.06061	-0.004413	0.02172	0.03319	0.03617	0.02776	0.007871	-0.01308	-0.02954	-0.04046	-0.04222	-0.03922	-0.03999	-0.04706	-0.06215	-0.08444	-0.1127	-0.1451	-0.1807	-0.2198
YLR116W	MSL5	-0.3319	-0.4012	-0.4407	-0.4518	-0.4184	-0.3503	-0.2881	-0.2515	-0.2353	-0.2428	-0.2778	-0.3248	-0.3587	-0.3731	-0.3803	-0.3835	-0.3847	-0.386	-0.3905	-0.3961	-0.3987	-0.3977	-0.393	-0.3862	-0.3789
YLR117C	SYF3	-0.1388	-0.1337	-0.1325	-0.1348	-0.1452	-0.1585	-0.1592	-0.134	-0.09839	-0.08119	-0.09725	-0.1294	-0.1583	-0.1717	-0.1776	-0.1873	-0.203	-0.2157	-0.2202	-0.2205	-0.2226	-0.2244	-0.2251	-0.2232	-0.2163
YLR118C		0.1519	0.1262	0.09315	0.05581	0.01224	-0.03282	-0.06647	-0.09049	-0.1124	-0.1281	-0.1292	-0.1124	-0.08054	-0.03767	0.005658	0.03655	0.0634	0.08886	0.09136	0.04984	-0.01135	-0.04562	-0.03924	-0.004658	0.06543
YLR119W	SRN2	0.07827	0.02915	-0.02476	-0.08133	-0.1389	-0.1936	-0.2401	-0.279	-0.3149	-0.3481	-0.3837	-0.4126	-0.4134	-0.3609	-0.2793	-0.2207	-0.2211	-0.2584	-0.2972	-0.319	-0.3292	-0.3289	-0.3208	-0.3106	-0.3045
YLR120C	YPS1	0.7895	0.7509	0.667	0.5445	0.3819	0.1939	0.0103	-0.176	-0.3637	-0.5097	-0.6026	-0.6498	-0.6359	-0.534	-0.3813	-0.258	-0.1726	-0.1239	-0.178	-0.3951	-0.6868	-0.8953	-0.9754	-0.9721	-0.8636
YLR121C	YPS4	-0.2981	0.05682	0.2838	0.3894	0.3526	0.1951	-0.01246	-0.2735	-0.5839	-0.8618	-1.096	-1.249	-1.197	-0.8176	-0.2803	0.09926	0.1457	0.004233	-0.1593	-0.2661	-0.3529	-0.4267	-0.4932	-0.5589	-0.633
YLR125W		-0.0794	-0.07739	-0.07285	-0.06839	-0.06676	-0.0696	-0.07792	-0.08535	-0.08805	-0.09078	-0.1028	-0.1207	-0.1307	-0.1101	-0.06939	-0.04485	-0.07022	-0.1244	-0.1612	-0.1424	-0.0861	-0.03027	0.008155	0.02843	0.01673
YLR126C		-0.1551	-0.01426	0.1157	0.2237	0.3032	0.3429	0.3248	0.2341	0.1066	-0.0002273	-0.07258	-0.1262	-0.1473	-0.1156	-0.0503	0.002157	0.004579	-0.02147	-0.03418	0.004965	0.06695	0.09234	0.06173	-0.01341	-0.1462
YLR127C	APC2	-0.01689	-0.07235	-0.1136	-0.1408	-0.1508	-0.1451	-0.1307	-0.1021	-0.0654	-0.04367	-0.0534	-0.08335	-0.1151	-0.1393	-0.1548	-0.1559	-0.1472	-0.1311	-0.09934	-0.03687	0.03487	0.06965	0.05395	0.0005878	-0.09713
YLR128W		0.2313	0.1589	0.09603	0.03998	-0.01309	-0.0616	-0.1002	-0.122	-0.127	-0.1201	-0.1064	-0.09242	-0.08498	-0.08527	-0.08582	-0.08038	-0.04834	-0.005539	-0.0004906	-0.07408	-0.192	-0.2898	-0.3464	-0.3744	-0.3604
YLR129W	DIP2	-0.1222	-0.2672	-0.3698	-0.4305	-0.4307	-0.3795	-0.3186	-0.2565	-0.1934	-0.1583	-0.1676	-0.2085	-0.266	-0.3466	-0.4422	-0.5156	-0.5371	-0.5139	-0.4647	-0.3949	-0.3232	-0.2879	-0.3019	-0.3511	-0.4333
YLR130C	ZRT2	-0.1957	-0.214	-0.252	-0.3	-0.3546	-0.4062	-0.4365	-0.4425	-0.4384	-0.4311	-0.4086	-0.3706	-0.3411	-0.3481	-0.3832	-0.4159	-0.4392	-0.4521	-0.433	-0.3576	-0.2617	-0.2136	-0.2313	-0.2927	-0.4058
YLR131C	ACE2	-0.4247	-0.5034	-0.5546	-0.568	-0.5499	-0.4915	-0.3597	-0.09329	0.2441	0.4983	0.6068	0.6197	0.5514	0.3746	0.1287	-0.0714	-0.1767	-0.2137	-0.1814	-0.06828	0.08642	0.2086	0.2781	0.3237	0.3442
YLR132C		0.2403	0.2126	0.1604	0.09767	0.02511	-0.03806	-0.04995	0.01604	0.1203	0.2054	0.2475	0.2661	0.2688	0.2543	0.2237	0.1883	0.1469	0.09924	0.0582	0.02645	-0.0002149	-0.01932	-0.02903	-0.02838	-0.0162
YLR133W	CKI1	0.2888	0.2318	0.1551	0.06942	-0.03336	-0.1365	-0.1919	-0.1699	-0.103	-0.0358	0.02238	0.07873	0.1136	0.1104	0.08018	0.04396	0.008976	-0.02396	-0.04324	-0.04938	-0.04723	-0.03167	0.0001636	0.05045	0.1233
YLR134W	PDC5	-0.07999	-0.114	-0.1421	-0.1604	-0.1592	-0.1425	-0.1266	-0.1268	-0.1349	-0.1323	-0.09381	-0.03623	-0.004061	-0.03038	-0.09355	-0.1559	-0.1964	-0.2229	-0.241	-0.2573	-0.2644	-0.246	-0.1975	-0.1227	-0.01873
YLR135W		-0.1357	0.069	0.2256	0.3302	0.3664	0.3395	0.2783	0.197	0.1061	0.02973	-0.03631	-0.09707	-0.1301	-0.1086	-0.0505	0.00019	0.0001924	-0.03513	-0.06203	-0.05484	-0.03589	-0.03351	-0.0554	-0.09736	-0.17
YLR137W		-0.3294	-0.3011	-0.2556	-0.2016	-0.1402	-0.08328	-0.05552	-0.05972	-0.07282	-0.08086	-0.08491	-0.09318	-0.1025	-0.1077	-0.1076	-0.1049	-0.1102	-0.1246	-0.1365	-0.1393	-0.1361	-0.1299	-0.122	-0.1132	-0.1063
YLR138W	NHA1	0.0428	-0.02441	-0.08835	-0.1425	-0.1746	-0.1824	-0.1737	-0.1602	-0.1516	-0.1528	-0.1647	-0.18	-0.1907	-0.1996	-0.2124	-0.2263	-0.2498	-0.2737	-0.2686	-0.2048	-0.1124	-0.05171	-0.04097	-0.06399	-0.1291
YLR139C	SLS1	-0.2151	-0.2578	-0.2744	-0.2681	-0.2305	-0.1716	-0.1215	-0.08912	-0.06335	-0.0447	-0.03489	-0.03326	-0.03676	-0.04833	-0.0664	-0.08112	-0.08581	-0.08204	-0.07235	-0.05943	-0.05282	-0.06533	-0.09806	-0.1407	-0.1888
YLR140W		-0.1184	-0.02656	0.04585	0.0996	0.1281	0.1344	0.1333	0.1295	0.1193	0.1054	0.08481	0.06198	0.0502	0.07146	0.1158	0.1488	0.1426	0.1121	0.08598	0.07735	0.08818	0.1306	0.2057	0.3042	0.4227
YLR141W	RRN5	-0.05465	-0.02474	0.01176	0.05239	0.1	0.1463	0.1716	0.165	0.1421	0.1242	0.1252	0.1387	0.155	0.1674	0.1769	0.1851	0.1901	0.1906	0.1893	0.1885	0.1832	0.1649	0.1323	0.08863	0.03269
YLR142W	PUT1	0.5779	0.7073	0.7906	0.8386	0.8474	0.8274	0.8107	0.799	0.7812	0.7696	0.7875	0.8053	0.7561	0.5856	0.3703	0.2399	0.2734	0.3943	0.4993	0.5555	0.5993	0.6308	0.648	0.6478	0.629
YLR143W		0.1406	0.0478	-0.03255	-0.09803	-0.1466	-0.1755	-0.181	-0.1554	-0.1112	-0.07547	-0.06164	-0.06232	-0.07277	-0.08706	-0.1014	-0.1144	-0.1433	-0.185	-0.2083	-0.1879	-0.1395	-0.09208	-0.05577	-0.02756	-0.01685
YLR144C	ACF2	0.3253	0.2477	0.1747	0.1086	0.05096	0.006389	-0.01807	-0.01653	0.004172	0.03189	0.06196	0.08867	0.09836	0.07542	0.03413	0.005655	0.005884	0.02537	0.05731	0.1048	0.1591	0.1957	0.2073	0.2036	0.1849
YLR145W		0.003395	-0.07434	-0.1273	-0.1592	-0.169	-0.1629	-0.1555	-0.1434	-0.1229	-0.1083	-0.1112	-0.1285	-0.1522	-0.1768	-0.1988	-0.2128	-0.2332	-0.2557	-0.246	-0.1719	-0.06817	-0.001435	0.008856	-0.01922	-0.09588
YLR146C	SPE4	0.1339	0.07255	0.01141	-0.04444	-0.09475	-0.1327	-0.1433	-0.1154	-0.06781	-0.03046	-0.01634	-0.01303	-0.01245	-0.01462	-0.02257	-0.03271	-0.04409	-0.0524	-0.049	-0.02506	0.009972	0.03732	0.05083	0.05621	0.05258
YLR147C	SMD3	0.5697	0.3658	0.2051	0.08693	0.02548	0.01459	0.02321	0.04193	0.06852	0.08275	0.06848	0.03725	0.01028	-0.002353	-0.01054	-0.02294	-0.03592	-0.04388	-0.05264	-0.06164	-0.06292	-0.05117	-0.02949	-0.003264	0.02943
YLR148W	PEP3	0.376	0.3533	0.3167	0.2667	0.1832	0.08113	0.01406	0.01353	0.0558	0.1117	0.1678	0.216	0.2351	0.2187	0.185	0.1496	0.1152	0.08995	0.09656	0.1514	0.2265	0.2784	0.2959	0.2947	0.2724
YLR149C		0.498	0.423	0.3432	0.2638	0.1781	0.09738	0.05351	0.06507	0.1098	0.1585	0.2073	0.2554	0.278	0.2599	0.2214	0.1908	0.1825	0.1852	0.1888	0.1902	0.1931	0.1982	0.2043	0.2084	0.2083
YLR150W	STM1	0.05276	0.01711	-0.01646	-0.04492	-0.06345	-0.0703	-0.06697	-0.05689	-0.04187	-0.02097	0.01779	0.06744	0.1005	0.09391	0.06826	0.06144	0.132	0.2305	0.2331	0.0481	-0.2178	-0.3906	-0.4214	-0.3625	-0.1918
YLR151C		-0.0652	0.2612	0.4878	0.618	0.6213	0.5189	0.3916	0.2685	0.1471	0.06167	0.02053	0.01061	0.03371	0.1053	0.2051	0.2808	0.3016	0.2872	0.2615	0.2362	0.2097	0.1855	0.1638	0.1404	0.1119
YLR152C		0.3286	0.4046	0.4133	0.3727	0.2663	0.1236	0.03154	0.02429	0.05378	0.08347	0.1101	0.1382	0.143	0.1043	0.0482	0.01959	0.03946	0.08699	0.1445	0.2133	0.287	0.3366	0.3536	0.3459	0.3085
YLR153C	ACS2	0.05608	0.01252	-0.03257	-0.0802	-0.1359	-0.1976	-0.255	-0.307	-0.3489	-0.3647	-0.3495	-0.3128	-0.2606	-0.1881	-0.09855	-0.01059	0.1111	0.2317	0.2271	-0.0002481	-0.3308	-0.5629	-0.6374	-0.6087	-0.4467
YLR154C		0.02404	0.2147	0.3758	0.4998	0.5847	0.6247	0.6067	0.5124	0.3707	0.2389	0.1161	-0.002406	-0.06531	-0.02387	0.09359	0.2229	0.345	0.4487	0.482	0.4239	0.3218	0.2269	0.1518	0.07588	-1.655e-05
YLR155C	ASP3-1	0.4816	0.3987	0.3243	0.2597	0.2099	0.1728	0.1389	0.09163	0.03733	0.001225	0.005361	0.04058	0.08531	0.1205	0.1461	0.169	0.1944	0.2297	0.2849	0.3738	0.475	0.5453	0.5716	0.5667	0.5259
YLR156W		-0.2354	-0.3169	-0.3602	-0.3703	-0.3382	-0.2765	-0.2228	-0.1879	-0.1624	-0.1534	-0.1655	-0.1926	-0.2259	-0.2694	-0.3146	-0.3343	-0.3274	-0.3005	-0.2381	-0.1178	0.02308	0.11	0.1225	0.08199	-0.02272
YLR157C	ASP3-2	0.3504	0.2973	0.2438	0.1951	0.1602	0.1393	0.1248	0.09656	0.0571	0.0329	0.04795	0.09177	0.1391	0.1673	0.1803	0.192	0.2075	0.2334	0.2855	0.3814	0.4899	0.5538	0.5578	0.5217	0.4411
YLR158C	ASP3-3	0.5088	0.4147	0.3319	0.2629	0.2178	0.1937	0.1733	0.1302	0.07139	0.02942	0.02937	0.06254	0.1107	0.1553	0.1905	0.2178	0.2404	0.2689	0.3165	0.3994	0.4953	0.5594	0.578	0.5646	0.5153
YLR159W		-0.2129	-0.2637	-0.2859	-0.2823	-0.2401	-0.1688	-0.1045	-0.06436	-0.04523	-0.05302	-0.1037	-0.1801	-0.2385	-0.2482	-0.2223	-0.1822	-0.1525	-0.1275	-0.08379	0.01101	0.1291	0.2043	0.2161	0.1798	0.08301
YLR160C	ASP3-4	1.034	0.8696	0.71	0.5642	0.4233	0.2952	0.2147	0.2092	0.2399	0.242	0.1952	0.1439	0.1211	0.1377	0.1708	0.202	0.2231	0.2484	0.2932	0.3777	0.477	0.5378	0.5443	0.5111	0.4311
YLR161W		-0.1335	-0.2305	-0.2868	-0.3065	-0.2801	-0.2197	-0.1612	-0.115	-0.07639	-0.05907	-0.07777	-0.1161	-0.1408	-0.1308	-0.1018	-0.07629	-0.07572	-0.0888	-0.0885	-0.05202	0.001147	0.03466	0.03799	0.02107	-0.02174
YLR162W-		-2.07	-2.208	-2.297	-2.341	-2.327	-2.271	-2.22	-2.183	-2.151	-2.144	-2.168	-2.209	-2.259	-2.337	-2.434	-2.501	-2.558	-2.576	-2.441	-2.051	-1.565	-1.252	-1.184	-1.272	-1.548
YLR164W		-0.1261	-0.1208	-0.1292	-0.1469	-0.1813	-0.223	-0.2414	-0.2166	-0.1672	-0.1209	-0.08935	-0.06613	-0.05199	-0.05439	-0.06895	-0.07855	-0.07839	-0.07098	-0.05007	-0.01055	0.03241	0.05465	0.05172	0.03532	0.005463
YLR165C		0.1146	0.06729	0.01477	-0.03696	-0.09208	-0.1412	-0.1581	-0.1247	-0.06441	-0.01219	0.02168	0.04589	0.05368	0.03031	-0.01542	-0.05495	-0.07794	-0.08898	-0.08186	-0.05131	-0.01035	0.01975	0.03357	0.03777	0.0292
YLR166C	SEC10	0.1706	0.1398	0.1146	0.09573	0.0852	0.0814	0.07919	0.07845	0.08128	0.08582	0.09451	0.1037	0.1025	0.08017	0.04908	0.03249	0.04086	0.06329	0.09105	0.1226	0.1525	0.1662	0.1601	0.1396	0.1032
YLR167W	RPS31	0.09559	0.04885	0.01272	-0.01299	-0.02628	-0.02914	-0.02767	-0.03447	-0.03976	-0.01621	0.06504	0.1714	0.2382	0.217	0.145	0.08618	0.05903	0.05554	0.0998	0.2239	0.3856	0.4975	0.5336	0.5164	0.4316
YLR168C	MSF1	0.1165	0.08135	0.05999	0.05332	0.06996	0.1038	0.1337	0.1444	0.1474	0.1615	0.2112	0.278	0.3156	0.2841	0.2098	0.1461	0.1135	0.1008	0.1147	0.1601	0.2204	0.2693	0.3005	0.3224	0.3319
YLR169W		-0.08898	-0.05409	-0.03821	-0.03698	-0.06264	-0.1024	-0.1143	-0.07605	-0.01278	0.04614	0.09149	0.121	0.1159	0.05825	-0.02393	-0.08127	-0.08576	-0.05664	-0.01528	0.02694	0.06744	0.09793	0.1186	0.1366	0.1544
YLR170C	APS1	0.07964	3.072e-05	-0.05718	-0.09147	-0.09885	-0.07981	-0.04058	0.02053	0.08916	0.1351	0.1408	0.1226	0.1007	0.08016	0.05823	0.04306	0.05413	0.07281	0.0502	-0.04475	-0.1645	-0.2401	-0.2523	-0.2226	-0.1432
YLR171W		0.2297	0.09168	-0.006272	-0.06414	-0.06556	-0.0231	0.01977	0.03848	0.04518	0.05152	0.07258	0.1021	0.1196	0.1048	0.06719	0.03148	0.02998	0.04297	0.01698	-0.08323	-0.2101	-0.2931	-0.3119	-0.2857	-0.2027
YLR172C	DPH5	0.2032	0.1756	0.135	0.08692	0.02728	-0.03345	-0.06823	-0.06728	-0.04665	-0.01804	0.01954	0.0569	0.06707	0.03293	-0.02335	-0.06986	-0.09798	-0.1149	-0.1126	-0.08074	-0.02655	0.0321	0.08964	0.1493	0.2066
YLR174W	IDP2	0.1359	0.1186	0.1011	0.08511	0.06986	0.05797	0.0561	0.06645	0.08246	0.09772	0.1168	0.1362	0.1368	0.1053	0.05979	0.02911	0.02507	0.03762	0.06273	0.1015	0.1452	0.1755	0.1867	0.1823	0.1578
YLR175W	CBF5	-0.4139	-0.444	-0.4819	-0.5165	-0.5428	-0.5482	-0.5096	-0.4072	-0.2823	-0.2031	-0.2021	-0.2468	-0.308	-0.389	-0.482	-0.541	-0.5433	-0.5067	-0.4466	-0.3611	-0.2706	-0.2242	-0.2324	-0.2739	-0.3495
YLR176C	RFX1	-0.07548	0.05434	0.145	0.1994	0.2086	0.1813	0.1466	0.1084	0.06372	0.03114	0.02196	0.027	0.03436	0.03911	0.04213	0.04027	0.03215	0.02258	0.01772	0.021	0.02599	0.02407	0.01315	-0.004265	-0.02982
YLR177W		0.113	0.1619	0.1741	0.1589	0.1065	0.03308	-0.0122	-0.01423	0.003396	0.03156	0.08312	0.1515	0.1985	0.2028	0.1843	0.1669	0.1643	0.1683	0.17	0.161	0.1512	0.1591	0.1888	0.2309	0.2839
YLR178C	TFS1	0.5713	0.5721	0.5453	0.495	0.4147	0.3099	0.2028	0.09457	-0.01095	-0.08821	-0.1163	-0.1032	-0.06647	-0.01383	0.04757	0.1012	0.1372	0.1632	0.1889	0.2201	0.2498	0.2683	0.2734	0.2672	0.247
YLR179C		0.2055	0.3655	0.4712	0.5376	0.5642	0.5677	0.5886	0.653	0.7205	0.7318	0.6565	0.5378	0.4267	0.3329	0.2454	0.1837	0.1354	0.09757	0.1043	0.1967	0.3404	0.4562	0.5187	0.5444	0.5178
YLR180W	SAM1	0.1303	0.1315	0.09084	0.02888	-0.0495	-0.1233	-0.1478	-0.1046	-0.05393	-0.06882	-0.1861	-0.3371	-0.4371	-0.4476	-0.4211	-0.4091	-0.4106	-0.4129	-0.4511	-0.5685	-0.7032	-0.7315	-0.619	-0.3986	-0.04758
YLR181C		-0.05869	0.04017	0.1207	0.1826	0.2199	0.2367	0.2472	0.2569	0.2518	0.2174	0.1387	0.04216	-0.02398	-0.03984	-0.03453	-0.03342	-0.0281	-0.008493	0.002445	-0.01963	-0.063	-0.09654	-0.1084	-0.1	-0.05991
YLR182W	SWI6	-0.4717	-0.2196	0.004478	0.1905	0.3335	0.4233	0.4418	0.3769	0.2616	0.1459	0.02689	-0.09325	-0.1565	-0.1281	-0.04442	0.0457	0.1357	0.2208	0.2551	0.2087	0.1173	0.03288	-0.0278	-0.07655	-0.1042
YLR183C		-1.674	-0.6929	0.1218	0.7375	1.094	1.178	1.031	0.6453	0.1265	-0.3177	-0.6568	-0.9047	-0.9201	-0.5563	0.01593	0.4621	0.6227	0.6122	0.5068	0.3182	0.07041	-0.1417	-0.2892	-0.4006	-0.4682
YLR185W	RPL37A	-0.001087	0.0692	0.104	0.1114	0.06998	-0.003783	-0.04497	-0.001924	0.09174	0.173	0.2222	0.2528	0.2521	0.2031	0.1255	0.06074	0.01427	-0.01965	-0.01585	0.04655	0.1401	0.2177	0.265	0.2942	0.2973
YLR186W		-0.6205	-0.6016	-0.5795	-0.5465	-0.477	-0.3721	-0.2642	-0.1699	-0.1006	-0.08116	-0.1301	-0.2108	-0.2656	-0.281	-0.2859	-0.2849	-0.2893	-0.3019	-0.3152	-0.3155	-0.2989	-0.2727	-0.2399	-0.2021	-0.1638
YLR187W		-0.2623	-0.187	-0.1137	-0.04447	0.02463	0.08963	0.1368	0.1631	0.1718	0.1591	0.1139	0.04613	-0.01687	-0.0666	-0.1	-0.09775	-0.03888	0.04538	0.09597	0.08174	0.03679	2.793e-05	-0.01656	-0.02292	-0.01307
YLR188W	MDL1	-0.05726	0.02718	0.1201	0.2108	0.3049	0.3857	0.4091	0.3469	0.2388	0.1424	0.06865	0.007635	-0.01489	0.02482	0.1042	0.1794	0.2286	0.2589	0.2708	0.2719	0.268	0.2569	0.2358	0.2012	0.1496
YLR189C	UGT51	0.2502	0.1942	0.1452	0.1049	0.06987	0.04356	0.03779	0.06474	0.117	0.1768	0.2452	0.3071	0.3212	0.2539	0.1412	0.04588	-0.009257	-0.03612	-0.02373	0.044	0.1433	0.2255	0.2766	0.312	0.3274
YLR190W		-0.9811	-0.959	-0.9515	-0.945	-0.9878	-1.037	-0.9429	-0.5682	-0.01743	0.4985	0.9208	1.243	1.333	1.075	0.5986	0.1353	-0.2232	-0.4949	-0.6117	-0.5448	-0.368	-0.1672	0.0341	0.2722	0.5513
YLR191W	PEX13	-0.0513	-0.0224	-0.003649	0.006468	0.005269	-0.002044	-0.002114	0.006005	0.02097	0.05268	0.1127	0.1836	0.2319	0.2346	0.2022	0.1518	0.09904	0.0438	-0.02109	-0.1043	-0.1819	-0.2127	-0.1873	-0.1202	-0.004686
YLR192C	HCR1	-0.1116	-0.005878	0.06297	0.09954	0.09725	0.06591	0.03475	0.00967	-0.01182	-0.01307	0.02069	0.07196	0.109	0.116	0.102	0.0727	0.02652	-0.02669	-0.06415	-0.07971	-0.08834	-0.09898	-0.112	-0.1209	-0.1241
YLR193C		0.02725	-0.06391	-0.1124	-0.1245	-0.08632	-0.01319	0.04525	0.06123	0.05731	0.05931	0.08549	0.1231	0.1513	0.1511	0.1253	0.08567	0.03276	-0.02121	-0.04672	-0.02625	0.01818	0.05675	0.07978	0.09518	0.09951
YLR194C		1.109	0.6322	0.1595	-0.2868	-0.6909	-1.024	-1.245	-1.389	-1.49	-1.505	-1.361	-1.058	-0.6736	-0.1928	0.2754	0.471	0.2332	-0.244	-0.6879	-1.03	-1.311	-1.418	-1.321	-1.055	-0.6135
YLR195C	NMT1	0.01225	0.02309	0.02358	0.01454	-0.01019	-0.04543	-0.0733	-0.08916	-0.09752	-0.09418	-0.07425	-0.04278	-0.01047	0.0214	0.0496	0.0605	0.05133	0.03223	0.008775	-0.02369	-0.05653	-0.06426	-0.04012	0.008149	0.08437
YLR196W	PWP1	-0.2997	-0.4251	-0.5035	-0.5417	-0.524	-0.4568	-0.3792	-0.3092	-0.2442	-0.193	-0.1669	-0.1688	-0.1946	-0.2527	-0.3385	-0.4296	-0.5187	-0.5908	-0.611	-0.5591	-0.4758	-0.4185	-0.4015	-0.4025	-0.4235
YLR197W	SIK1	-0.225	-0.1577	-0.1221	-0.1114	-0.1287	-0.1576	-0.1615	-0.126	-0.07419	-0.02673	0.01135	0.03879	0.04076	-0.01363	-0.1032	-0.1646	-0.09846	0.03094	0.04187	-0.2041	-0.5759	-0.8507	-0.9581	-0.9452	-0.7657
YLR198C		-0.2145	-0.2666	-0.3115	-0.3483	-0.3804	-0.4024	-0.3993	-0.3423	-0.2505	-0.1811	-0.1683	-0.1961	-0.2453	-0.3091	-0.3786	-0.4318	-0.5046	-0.5765	-0.5405	-0.3074	0.01101	0.2205	0.2659	0.2024	0.001033
YLR199C		0.2266	0.1937	0.1565	0.118	0.07433	0.03227	0.01088	0.01635	0.04154	0.08541	0.1606	0.2452	0.2861	0.2373	0.135	0.04878	0.01823	0.02222	0.03978	0.06289	0.09098	0.1142	0.1307	0.147	0.166
YLR200W	YKE2	0.5579	0.3363	0.1611	0.03269	-0.04955	-0.08653	-0.07876	-0.008329	0.09675	0.1671	0.166	0.1196	0.05312	-0.02614	-0.1048	-0.149	-0.1439	-0.1085	-0.05975	0.01255	0.09971	0.1561	0.1649	0.1344	0.05677
YLR201C		0.09087	-0.02061	-0.1031	-0.1555	-0.1712	-0.154	-0.1183	-0.06855	-0.008535	0.04802	0.1065	0.1646	0.1969	0.1784	0.1266	0.07923	0.05387	0.04463	0.05439	0.08941	0.1359	0.1667	0.1744	0.1679	0.1451
YLR202C		0.07718	0.01035	-0.03647	-0.06875	-0.09552	-0.1193	-0.1359	-0.1336	-0.1059	-0.056	0.02423	0.1102	0.1496	0.1013	0.009491	-0.05075	-0.02282	0.05608	0.1204	0.124	0.08905	0.05253	0.03037	0.02261	0.04215
YLR203C	MSS51	0.06431	-0.01057	-0.05777	-0.08135	-0.07556	-0.05048	-0.03393	-0.04286	-0.05734	-0.04992	0.001902	0.08975	0.1948	0.3135	0.4213	0.4672	0.4207	0.3241	0.236	0.1746	0.1288	0.113	0.1309	0.1785	0.2592
YLR204W	QRI5	0.1119	-0.006048	-0.09455	-0.1546	-0.1781	-0.1703	-0.1523	-0.14	-0.1254	-0.09385	-0.03345	0.04283	0.1125	0.1721	0.2206	0.2393	0.1881	0.09039	0.02323	0.02914	0.08056	0.1493	0.2247	0.3049	0.3753
YLR205C		0.5864	0.2814	0.09433	0.01198	0.0827	0.266	0.4154	0.4521	0.431	0.4067	0.4075	0.4054	0.3709	0.278	0.1634	0.09103	0.08695	0.1155	0.148	0.181	0.2335	0.3111	0.4124	0.527	0.6477
YLR206W	ENT2	0.2437	0.2161	0.1861	0.156	0.124	0.09224	0.06815	0.05714	0.05682	0.06289	0.07237	0.08135	0.08425	0.08466	0.08766	0.08977	0.09174	0.09041	0.0765	0.03745	-0.01269	-0.04324	-0.04437	-0.02201	0.03082
YLR207W	HRD3	-0.1172	-0.03992	0.02528	0.0754	0.1072	0.1164	0.09825	0.04001	-0.03568	-0.08062	-0.0666	-0.01999	0.02561	0.05735	0.08413	0.105	0.1199	0.129	0.1319	0.1324	0.1335	0.1337	0.1309	0.1218	0.103
YLR208W	SEC13	-0.2042	-0.1183	-0.07165	-0.06186	-0.1075	-0.1921	-0.2608	-0.2869	-0.2824	-0.2497	-0.1845	-0.1099	-0.06906	-0.08762	-0.1327	-0.1601	-0.1362	-0.09197	-0.07951	-0.1421	-0.2389	-0.2961	-0.2903	-0.2395	-0.1321
YLR209C		0.02641	-0.02237	-0.05102	-0.05857	-0.0316	0.02342	0.07763	0.1213	0.1547	0.1642	0.1388	0.08696	0.02375	-0.05316	-0.1255	-0.1471	-0.1018	-0.02224	0.06426	0.163	0.2666	0.3284	0.3355	0.3007	0.2156
YLR210W	CLB4	-0.002377	-0.09273	-0.1108	-0.07168	0.04701	0.213	0.3288	0.3519	0.3242	0.2748	0.1935	0.08021	-0.02073	-0.08498	-0.1086	-0.07771	0.02937	0.1713	0.2671	0.2856	0.2631	0.2198	0.1616	0.08393	-0.009088
YLR212C	TUB4	-0.6474	-0.1937	0.161	0.4069	0.5061	0.4664	0.3471	0.1567	-0.06725	-0.222	-0.27	-0.2468	-0.1592	0.01755	0.237	0.3849	0.4006	0.3382	0.255	0.1678	0.07524	0.007598	-0.02732	-0.04235	-0.03805
YLR213C	CRR1	-0.3183	-0.3482	-0.3529	-0.3335	-0.2845	-0.2132	-0.1393	-0.06416	0.01015	0.06265	0.08688	0.09276	0.08395	0.06469	0.04151	0.02152	0.006979	-0.00568	-0.01813	-0.02786	-0.03577	-0.04864	-0.06947	-0.09827	-0.1373
YLR214W	FRE1	-0.8373	-1.022	-1.079	-1.022	-0.8219	-0.5119	-0.2007	0.0879	0.368	0.5866	0.7218	0.7809	0.7555	0.6081	0.3742	0.1547	0.002962	-0.09376	-0.1338	-0.115	-0.07135	-0.05559	-0.08006	-0.1178	-0.1626
YLR215C		-0.1625	-0.2427	-0.2899	-0.3066	-0.2897	-0.2443	-0.1851	-0.1066	-0.01487	0.05716	0.09571	0.1096	0.09991	0.06225	0.007351	-0.04085	-0.07136	-0.08589	-0.07946	-0.04866	-0.009963	0.01173	0.009935	-0.005494	-0.03498
YLR216C	CPR6	0.4995	0.4534	0.4302	0.4278	0.4609	0.514	0.5399	0.516	0.4565	0.369	0.2465	0.1057	-0.01043	-0.09839	-0.1567	-0.1454	0.005556	0.2248	0.3404	0.2493	0.06093	-0.07743	-0.1211	-0.1068	-0.009399
YLR217W		0.3707	0.4229	0.461	0.483	0.4881	0.4753	0.4422	0.3721	0.2745	0.1867	0.129	0.09072	0.06308	0.03476	0.01822	0.04023	0.1731	0.3581	0.4252	0.238	-0.08451	-0.3293	-0.4227	-0.4056	-0.2369
YLR219W		0.2368	0.2052	0.1653	0.1243	0.09288	0.07332	0.0605	0.03942	0.003616	-0.03921	-0.07959	-0.1079	-0.1163	-0.09999	-0.06982	-0.04161	-0.01417	0.01337	0.02475	0.003256	-0.03351	-0.05037	-0.0379	-0.008003	0.0425
